Academic Journal|1300-4646|Ataturk University Journal of Economics & Administrative Sciences|Ataturk University Journal of Economics & Administrative Sciences|Y
Academic Journal|0885-6079|Atenea|Atenea|Y
Academic Journal|0519-2676|Ateneo Law Journal|Ateneo Law Journal|Y
Academic Journal|1578-8946|Athenea Digital (Revista de Pensamiento e Investigaci¢n Social)|Athenea Digital (Revista de Pensamiento e Investigacion Social)|Y
Academic Journal|0021-9150|Atherosclerosis (00219150)|Elsevier Science|Y
Academic Journal|1567-5688|Atherosclerosis (Supplements)|Elsevier Science|Y
Academic Journal|1078-7895|Athletic Therapy Today|Human Kinetics Publishers, Inc.|Y
Magazine|1072-7825|Atlantic|Atlantic Media Inc.|
Magazine|0160-6506|Atlantic (01606506)|Atlantic Media Inc.|
Magazine|0276-9077|Atlantic (02769077)|Atlantic Media Inc.|
Academic Journal|0843-5561|Atlantic Geology|Atlantic Geology|Y
Academic Journal|1545-6870|Atlantic Journal of Communication|Taylor & Francis Ltd|Y
Magazine|0004-6795|Atlantic Monthly (00046795)|Atlantic Media Inc.|
Academic Journal|0210-6124|Atlantis (0210-6124)|Asociacion Espanola de Estudios Anglo-Norteamericanos|Y
Academic Journal|1352-2310|Atmospheric Environment|Pergamon Press - An Imprint of Elsevier Science|Y
Academic Journal|1867-1381|Atmospheric Measurement Techniques|Copernicus Gesellschaft mbH|Y
Academic Journal|1867-8610|Atmospheric Measurement Techniques Discussions|Copernicus Gesellschaft mbH|Y
Academic Journal||Atmospheric Research|Elsevier Science|Y
Academic Journal|0092-640X|Atomic Data & Nuclear Data Tables|Academic Press|Y
Academic Journal|1063-4258|Atomic Energy|Springer Science & Business Media B.V.|Y
Academic Journal|1078-3377|ATQ|University of Rhode Island|Y
Academic Journal|1461-6734|Attachment & Human Development|Routledge|Y
Academic Journal|1943-3921|Attention, Perception & Psychophysics|Springer Science & Business Media B.V.|Y
Magazine||Attorneys for the Rights of the Child Newsletter|Attorneys for the Rights of the Child|
Academic Journal|1088-7350|AUANews|American Urological Association Education & Research, Inc. (AUA E/R)|Y
Magazine|0004-752X|Audio|Hachette Filipacchi Magazines|
Academic Journal|1735-1936|Audiology|Tehran University of Medical Sciences|Y
Academic Journal|1420-3030|Audiology & Neuro-Otology|Karger AG|Y
Academic Journal|1947-9735|Audiology Online|Audiology Holdings, LLC|Y
Academic Journal|2039-4349|Audiology Research|PAGEPress|Y
Magazine|0097-7136|Audubon|National Audubon Society|
Academic Journal|0094-5323|Augustinian Studies|Philosophy Documentation Center|Y
Academic Journal|0004-8038|Auk (American Ornithologists Union)|American Ornithologists' Union|Y
Academic Journal|0004-8038|Auk (University of California Press)|University of California Press|Y
Academic Journal||Auk: Ornithological Advances|University of California Press|Y
Academic Journal|0385-8146|Auris Nasus Larynx|Elsevier Science|Y
Academic Journal|1442-9985|Austral Ecology|Wiley-Blackwell|Y
Academic Journal|2052-174X|Austral Entomology|Wiley-Blackwell|Y
Magazine|1036-7128|Australasian Biotechnology|Copyright Agency Limited|
Academic Journal|0727-3215|Australasian Catholic Record|Australasian Catholic Record|Y
Academic Journal|1328-8040|Australasian College of Nutritional & Environmental Medicine Journal|Copyright Agency Limited|Y
Academic Journal|0004-8380|Australasian Journal of Dermatology|Wiley-Blackwell|Y
Academic Journal|1836-9391|Australasian Journal of Early Childhood|Early Childhood Australia|Y
Academic Journal|1324-5821|Australasian Journal of Engineering Education|Institution of Engineers Australia, trading as Engineers Australia|Y
Academic Journal|1835-7601|Australasian Journal of Organisational Psychology|Cambridge University Press|Y
Academic Journal|1836-1935|Australasian Medical Journal|Australasian Medical Journal|Y
Academic Journal|1039-8562|Australasian Psychiatry|Sage Publications|Y
Academic Journal|0004-8461|Australasian Radiology|Wiley-Blackwell|Y
Academic Journal|1743-8462|Australia & New Zealand Health Policy (ANZHP)|BioMed Central|Y
Magazine|1033-6192|Australia & World Affairs|National Observer|
Academic Journal|1443-4873|Australian & New Zealand Journal of Audiology|Australian Academic Press|Y
Academic Journal|0004-8658|Australian & New Zealand Journal of Criminology (Australian Academic Press)|Australian Academic Press|Y
Academic Journal|0004-8658|Australian & New Zealand Journal of Criminology (Sage Publications Ltd.)|Sage Publications|Y
Academic Journal|1837-2147|Australian & New Zealand Journal of European Studies|Contemporary European Studies Association of Australia (CESAA)|Y
Academic Journal|0814-723X|Australian & New Zealand Journal of Family Therapy|Wiley-Blackwell|Y
Academic Journal|1324-3780|Australian & New Zealand Journal of Mental Health Nursing|Wiley-Blackwell|Y
Academic Journal|0004-8666|Australian & New Zealand Journal of Obstetrics & Gynaecology|Wiley-Blackwell|Y
Academic Journal|0814-9763|Australian & New Zealand Journal of Ophthalmology|Wiley-Blackwell|Y
Academic Journal||Australian & New Zealand Journal of Organisational Psychology|Cambridge University Press|Y
Academic Journal|0004-8674|Australian & New Zealand Journal of Psychiatry|Sage Publications|Y
Academic Journal|1369-1473|Australian & New Zealand Journal of Statistics|Wiley-Blackwell|Y
Academic Journal|0004-8682|Australian & New Zealand Journal of Surgery|Wiley-Blackwell|Y
Academic Journal|0729-4352|Australian Aboriginal Studies|Aboriginal Studies Press|Y
Academic Journal|0004-8623|Australian Academic & Research Libraries|Routledge|Y
Magazine|0813-8095|Australian Artist|Copyright Agency Limited|
Academic Journal|1448-6326|Australian e-Journal of Theology|Australian Catholic University|Y
Academic Journal|0311-6999|Australian Educational Researcher (Australian Association for Research in Education)|Australian Association for Research in Education|Y
Academic Journal|0311-6999|Australian Educational Researcher (Springer Science & Business Media B.V.)|Springer Science & Business Media B.V.|Y
Academic Journal|0816-4649|Australian Feminist Studies|Routledge|Y
Academic Journal|0004-9182|Australian Geographer|Routledge|Y
Magazine|0816-1658|Australian Geographic|Bauer Media Group|
Academic Journal|0004-9190|Australian Geographical Studies|Wiley-Blackwell|Y
Academic Journal|0156-5788|Australian Health Review|CSIRO Publishing|Y
Academic Journal|1031-461X|Australian Historical Studies|Routledge|Y
Academic Journal|1325-5029|Australian International Law Journal|Copyright Agency Limited|Y
Academic Journal|0813-0531|Australian Journal of Advanced Nursing|Australian Nursing & Midwifery Federation|Y
Academic Journal|1035-8811|Australian Journal of Anthropology|Wiley-Blackwell|Y
Academic Journal|1443-0738|Australian Journal of Asian Law|Australian Journal of Asian Law|Y
Academic Journal|1448-8353|Australian Journal of Civil Engineering|Institution of Engineers Australia, trading as Engineers Australia|Y
Academic Journal|0156-0417|Australian Journal of Clinical & Experimental Hypnosis|Copyright Agency Limited|Y
Academic Journal|0812-0099|Australian Journal of Earth Sciences|Taylor & Francis Ltd|Y
Academic Journal|0307-692X|Australian Journal of Ecology|Wiley-Blackwell|Y
Academic Journal|0004-9441|Australian Journal of Education (ACER Press)|ACER Press|Y
Academic Journal|0004-9441|Australian Journal of Education (Sage Publications Ltd.)|Sage Publications|Y
Academic Journal|1449-0706|Australian Journal of Emerging Technologies & Society|Australian Journal of Emerging Technologies & Society (AJETS)|Y
Academic Journal|1326-6756|Australian Journal of Entomology|Wiley-Blackwell|Y
Academic Journal|0045-0618|Australian Journal of Forensic Sciences|Taylor & Francis Ltd|Y
Academic Journal|1322-7130|Australian Journal of Grape & Wine Research|Wiley-Blackwell|Y
Academic Journal|1037-2911|Australian Journal of Guidance & Counselling|Cambridge University Press|Y
Academic Journal|1035-7718|Australian Journal of International Affairs|Routledge|Y
Academic Journal|1037-0838|Australian Journal of Jewish Studies|Australian Association of Jewish Studies|Y
Academic Journal|1038-1562|Australian Journal of Language & Literacy|Australian Literacy Educators' Association|Y
Academic Journal|0726-8602|Australian Journal of Linguistics|Routledge|Y
Academic Journal|1836-6503|Australian Journal of Maritime & Ocean Affairs|Routledge|Y
Academic Journal|1448-4846|Australian Journal of Mechanical Engineering|Institution of Engineers Australia, trading as Engineers Australia|Y
Academic Journal|1448-8388|Australian Journal of Multi-Disciplinary Engineering|Institution of Engineers Australia, trading as Engineers Australia|Y
Academic Journal|1032-1322|Australian Journal of Nutrition & Dietetics|Wiley-Blackwell|Y
Academic Journal|1036-1146|Australian Journal of Political Science|Routledge|Y
Academic Journal|0004-9522|Australian Journal of Politics & History|Wiley-Blackwell|Y
Academic Journal|1448-7527|Australian Journal of Primary Health|CSIRO Publishing|Y
Academic Journal|0004-9530|Australian Journal of Psychology|Wiley-Blackwell|Y
Academic Journal|1038-5282|Australian Journal of Rural Health|Wiley-Blackwell|Y
Academic Journal|0157-6321|Australian Journal of Social Issues (Australian Council of Social Service)|Australian Council of Social Service|Y
Academic Journal|0157-6321|Australian Journal of Social Issues (Australian Social Policy Association)|Australian Social Policy Association|Y
Academic Journal|1328-7982|Australian Journal of Structural Engineering|Institution of Engineers Australia, trading as Engineers Australia|Y
Academic Journal|1324-1583|Australian Journal of Water Resources|Institution of Engineers Australia, trading as Engineers Australia|Y
Academic Journal|0004-959X|Australian Journal of Zoology|CSIRO Publishing|Y
Academic Journal|0004-9670|Australian Library Journal|Routledge|Y
Magazine|1448-9791|Australian Life Scientist|Westwick-Farrow Pty. Ltd.|
Academic Journal|0004-9697|Australian Literary Studies|Australian Literary Studies|Y
Academic Journal||Australian Maritime Digest|Australian Marine Environment Protection Association (AUSMEPA)|Y
Academic Journal|0045-0685|Australian Mathematics Teacher|Australian Association of Mathematics Teachers|Y
Academic Journal|1837-171X|Australian Medical Student Journal|Australian Medical Student Journal|Y
Magazine|0004-9840|Australian Natural History|Australian Museum|
Magazine|2202-7114|Australian Nursing & Midwifery Journal|Australian Nursing & Midwifery Federation|
Magazine|1320-3185|Australian Nursing Journal|Australian Nursing & Midwifery Federation|
Academic Journal|0045-0766|Australian Occupational Therapy Journal|Wiley-Blackwell|Y
Academic Journal|0814-0936|Australian Orthoptic Journal|Orthoptics Australia, Inc.|Y
Academic Journal|0312-8008|Australian Prescriber|National Prescribing Service Ltd|Y
Academic Journal|1326-0286|Australian Primary Mathematics Classroom|Australian Association of Mathematics Teachers|Y
Academic Journal|0005-0067|Australian Psychologist|Wiley-Blackwell|Y
Academic Journal|0005-0091|Australian Quarterly|Australian Institute of Policy & Science & the Tall Poppy Campaign|Y
Academic Journal|0045-0855|Australian Science Teachers Journal|Australian Science Teachers Association|Y
Academic Journal|1443-1629|Australian Screen Education|Australian Teachers of Media Incorporated (ATOM)|Y
Academic Journal|0819-4564|Australian Senior Mathematics Journal|Australian Association of Mathematics Teachers|Y
Academic Journal|0818-8149|Australian Slavonic & East European Studies|Australian Slavonic & East European Studies (ASEES)|Y
Academic Journal|0312-407X|Australian Social Work|Routledge|Y
Academic Journal||Australian Systematic Botany|CSIRO Publishing|Y
Academic Journal|1325-1317|Australian Voice|Australian Academic Press|Y
Academic Journal|0084-7658|Australian Year Book of International Law|Australian Year Book of International Law|Y
Academic Journal|0251-7493|Austrian Journal of Earth Sciences|Oesterreichische Geologische Gesellschaft|Y
Academic Journal|1999-2521|Austrian Journal of South-East Asian Studies / ôsterreichische Zeitschrift fÅr SÅdostasienwissenschaften|South-East Asian Studies / Gesellschaft fur Sudestasienwissenschaften|Y
Academic Journal|2090-1925|Autism Research & Treatment|Hindawi Publishing Corporation|Y
Academic Journal|1362-3613|Autism: The International Journal of Research & Practice|Sage Publications|Y
Academic Journal|2090-0422|Autoimmune Diseases (2090-0422)|Hindawi Publishing Corporation|Y
Academic Journal|0891-6934|Autoimmunity|Taylor & Francis Ltd|Y
Academic Journal|1568-9972|Autoimmunity Reviews|Elsevier Science|Y
Academic Journal|1759-4499|Automated Experimentation|BioMed Central|Y
Academic Journal|0005-1098|Automatica|Pergamon Press - An Imprint of Elsevier Science|Y
Academic Journal|0005-1179|Automation & Remote Control|Springer Science & Business Media B.V.|Y
Academic Journal|0926-5805|Automation in Construction|Elsevier Science|Y
Trade Publication|0307-6490|Automotive Engineer|Caspian Publishing|
Academic Journal|1000-680X|Automotive Engineering / Qiche Gongcheng|Society of Automotive Engineers of China (SAE-China)|Y
Academic Journal|1474-8665|Autonomic & Autacoid Pharmacology|Wiley-Blackwell|Y
Academic Journal|1566-0702|Autonomic Neuroscience: Basic & Clinical|Elsevier Science|Y
Academic Journal|0188-7890|Avances en Investigacion Agropecuaria|Universidad de Colima|Y
Academic Journal|1665-1103|Avatares|Instituto Internacional de Filosofia A.C. - Universidad Intercontinental|Y
Academic Journal|1758-1559|Avian Biology Research|Science Reviews 2000 Ltd.|Y
Academic Journal|0307-9457|Avian Pathology|Taylor & Francis Ltd|Y
Academic Journal|1648-7788|Aviation (1648-7788)|Taylor & Francis Ltd|Y
Magazine|1076-8858|Aviation History|Weider History Group|
Magazine|1938-7032|Aviation Litigation Quarterly|American Bar Association|
Trade Publication|0005-2175|Aviation Week & Space Technology|Penton Media, Inc.|
Academic Journal|2220-2749|Avicenna (2220-2749)|Bloomsbury Qatar Foundation Journals|Y
Academic Journal|2008-2835|Avicenna Journal of Medical Biotechnology|Avicenna Research Institute|Y
Academic Journal|2231-0770|Avicenna Journal of Medicine|Medknow Publications & Media Pvt. Ltd.|Y
Academic Journal|2228-7930|Avicenna Journal of Phytomedicine|Mashhad University of Medical Science|Y
Academic Journal|2075-1680|Axioms (2075-1680)|MDPI Publishing|Y
Academic Journal|0067-270X|Azania: Archaeological Research in Africa|Routledge|Y
Academic Journal|2218-6816|Azerbaijan Journal of Mathematics|Academy of Sciences of Azerbaijan, Baku, Institute of Mathematics & Mechanics|Y
Academic Journal|0005-2604|Aztlan|Chicano Studies Research Center|Y
Academic Journal|0521-9744|Babel|John Benjamins Publishing Co.|Y
Academic Journal|1072-1924|Bach Perspectives (University of Illinois Press)|University of Illinois Press|Y
Academic Journal|1072-1924|Bach Perspectives (University of Nebraska Press)|University of Nebraska Press|Y
Academic Journal|2159-7073|Bacteriophage|Landes Bioscience|Y
Academic Journal|1301-5265|Balikesir University Journal of Social Sciences Institute|Balikesir University, Institute of Social Sciences|Y
Academic Journal|1311-0160|Balkan Journal of Medical Genetics|De Gruyter Open|Y
Academic Journal|2146-3123|Balkan Medical Journal|Aves Yayincilik Ltd. STI|Y
Academic Journal|1736-1257|Baltic Defence Review|Baltic Defence College|Y
Academic Journal|1407-768X|Baltic Journal of Psychology|University of Latvia|Y
Academic Journal|1736-3772|Baltic Security & Defence Review|Baltic Defence College|Y
Academic Journal|0885-7113|Balungan|American Gamelan Institute|Y
Academic Journal|1535-7635|Bamboo Science & Culture|American Bamboo Society|Y
Academic Journal|2068-4673|Banat's Journal of Biotechnology|Banat University of Agricultural Sciences & Veterinary Medicine, Exact Sciences Department|Y
Academic Journal|1888-346X|Bandue: Revista de la Sociedad Espa§ola de Ciencias de las Religiones|Editorial Trotta, S.A.|Y
Academic Journal|1817-065X|Bangladesh Journal of Anatomy|Anatomical Society of Bangladesh|Y
Academic Journal|2223-4721|Bangladesh Journal of Medical Science|Ibn Sina Medical College, Ibn Sina Trust|Y
Academic Journal|1991-007X|Bangladesh Journal of Pharmacology|Bangladesh Pharmacological Society|Y
Academic Journal|1028-2092|Bangladesh Journal of Plant Taxonomy|Bangladesh Association of Plant Taxonomists (BAPT)|Y
Academic Journal|1729-7893|Bangladesh Journal of Veterinary Medicine|Bangladesh Agricultural University, Dept. of Medicine, Faculty of Veterinary Science|Y
Magazine||Bankruptcy & Insolvency Litigation|American Bar Association|
Magazine|1936-8070|Bankruptcy Litigation|American Bar Association|
Academic Journal|1803-618X|Baptistic Theologies|International Baptist Theological Seminary|Y
Magazine|0099-1031|Bar Leader|American Bar Association|
Magazine|1551-3572|Bariatric Times|Matrix Medical Communications, LLC|
Academic Journal|1755-9294|Basic & Applied Pathology|Wiley-Blackwell|Y
Academic Journal|0197-3533|Basic & Applied Social Psychology|Taylor & Francis Ltd|Y
Academic Journal|2228-6527|Basic & Clinical Cancer Research|Tehran University of Medical Sciences|Y
Academic Journal|1742-7835|Basic & Clinical Pharmacology & Toxicology|Wiley-Blackwell|Y
Magazine|1530-0870|Basic News|Book Industry Study Group, Inc.|
Academic Journal|0300-8428|Basic Research in Cardiology|Springer Science & Business Media B.V.|Y
Academic Journal|0950-091X|Basin Research|Wiley-Blackwell|Y
Academic Journal|1814-5868|Basrah Journal of Agricultural Sciences|Basrah Journal of Agricultural Sciences|Y
Magazine|1531-5193|Bay Nature|Bay Nature|
Academic Journal|0005-2728|BBA - Bioenergetics|Elsevier Science|Y
Academic Journal||BBA - Biomembranes|Elsevier Science|Y
Academic Journal|0167-4781|BBA - Gene Structure & Expression|Elsevier Science|Y
Academic Journal||BBA - General Subjects|Elsevier Science|Y
Academic Journal|1388-1981|BBA - Molecular & Cell Biology of Lipids|Elsevier Science|Y
Academic Journal|0925-4439|BBA - Molecular Basis of Disease|Elsevier Science|Y
Academic Journal|0167-4889|BBA - Molecular Cell Research|Elsevier Science|Y
Academic Journal|1570-9639|BBA - Proteins & Proteomics|Elsevier Science|Y
Academic Journal||BBA - Reviews on Biomembranes|Elsevier Science|Y
Academic Journal|0304-419X|BBA - Reviews on Cancer|Elsevier Science|Y
Academic Journal|0005-2949|BC Studies|BC Studies|Y
Magazine|0005-7517|Beaver|Canada's National History Society|
Academic Journal|1059-5031|Beethoven Forum (University of Illinois Press)|University of Illinois Press|Y
Academic Journal|1059-5031|Beethoven Forum (University of Nebraska Press)|University of Nebraska Press|Y
Academic Journal|1053-8348|Behavior & Philosophy|Cambridge Center for Behavioral Studies|Y
Magazine|1052-0082|Behavior Analysis Digest|Behavior Analysis Digest International|
Magazine|1052-0082|Behavior Analysis Digest International|Behavior Analysis Digest International|
Academic Journal|1998-1929|Behavior Analysis in Practice (Association for Behavior Analysis International).|Association for Behavior Analysis International|Y
Academic Journal|1539-4352|Behavior Analyst Today|American Psychological Association|Y
Academic Journal|0001-8244|Behavior Genetics|Springer Science & Business Media B.V.|Y
Academic Journal|0145-4455|Behavior Modification|Sage Publications|Y
Academic Journal|1554-351X|Behavior Research Methods|Springer Science & Business Media B.V.|Y
Academic Journal|0743-3808|Behavior Research Methods, Instruments, & Computers|Springer Science & Business Media B.V.|Y
Academic Journal|0094-3673|Behavior Science Research|Sage Publications|Y
Academic Journal|0005-7894|Behavior Therapy|Elsevier Science|Y
Academic Journal|1744-9081|Behavioral & Brain Functions|BioMed Central|Y
Academic Journal|0140-525X|Behavioral & Brain Sciences|Cambridge University Press|Y
Academic Journal|0163-9269|Behavioral & Social Sciences Librarian|Taylor & Francis Ltd|Y
Academic Journal|1942-0722|Behavioral Development Bulletin|American Psychological Association|Y
Academic Journal|0198-7429|Behavioral Disorders|Council for Children with Behavioral Disorders|Y
Academic Journal|1045-2249|Behavioral Ecology|Oxford University Press|Y
Magazine|1529-7055|Behavioral Health Accreditation & Accountability Alert|Manisses Communications Group Inc.|
Magazine|1075-6701|Behavioral Health Management|Medquest Communications|
Magazine|1089-2559|Behavioral Health Treatment|Manisses Communications Group Inc.|
Magazine|1931-7093|Behavioral Healthcare|Vendome Group LLC|
Academic Journal|1072-0847|Behavioral Interventions|John Wiley & Sons, Inc.|Y
Academic Journal|0896-4289|Behavioral Medicine|Taylor & Francis Ltd|Y
Academic Journal|0735-7044|Behavioral Neuroscience|American Psychological Association|Y
Academic Journal|0884-5581|Behavioral Residential Treatment|John Wiley & Sons, Inc.|Y
Academic Journal|0005-7940|Behavioral Science|John Wiley & Sons, Inc.|Y
Academic Journal|0735-3936|Behavioral Sciences & the Law|John Wiley & Sons, Inc.|Y
Academic Journal|2076-328X|Behavioral Sciences (2076-328X)|MDPI Publishing|Y
Academic Journal|1540-2002|Behavioral Sleep Medicine|Taylor & Francis Ltd|Y
Academic Journal|1532-9518|Behavioral Technology Today|Cambridge Center for Behavioral Studies|Y
Academic Journal|0005-7959|Behaviour|Brill Academic Publishers|Y
Academic Journal|0144-929X|Behaviour & Information Technology|Taylor & Francis Ltd|Y
Academic Journal|0813-4839|Behaviour Change|Cambridge University Press|Y
Academic Journal|0005-7967|Behaviour Research & Therapy|Pergamon Press - An Imprint of Elsevier Science|Y
Academic Journal|1352-4658|Behavioural & Cognitive Psychotherapy|Cambridge University Press|Y
Academic Journal|0166-4328|Behavioural Brain Research|Elsevier Science|Y
Academic Journal|0953-4180|Behavioural Neurology|Hindawi Publishing Corporation|Y
Academic Journal|0376-6357|Behavioural Processes|Elsevier Science|Y
Academic Journal|1735-093X|Behbood Journal|Kermanshah University of Medical Sciences|Y
Magazine|1000-9140|Beijing Review|Beijing Review|
Academic Journal|0777-6276|Belgian Journal of Zoology|Belgian Journal of Zoology|Y
Academic Journal|1089-7089|Bell Labs Technical Journal|John Wiley & Sons, Inc.|Y
Magazine|0005-8661|Beloit Poetry Journal|Beloit Poetry Journal Foundation Inc.|
Magazine|0005-8726|Benedictines|Mount St. Scholastica|
Academic Journal|8756-1263|Benefits Quarterly|International Society of Certified Employee Benefit Specialists|Y
Academic Journal|0962-7898|Benefits: The Journal of Poverty & Social Justice|Policy Press|Y
Academic Journal|0795-0268|Benin Journal of Postgraduate Medicine|Benin Journal of Postgraduate Medicine|Y
Magazine|0268-2621|Bereavement Care|Routledge|
Academic Journal|1933-1045|Berkeley Journal of Gender, Law & Justice|University of California School of Law|Y
Academic Journal|1085-5718|Berkeley Journal of International Law|University of California School of Law|Y
Academic Journal|1544-9882|Berkeley La Raza Law Journal|University of California School of Law|Y
Academic Journal|1086-3818|Berkeley Technology Law Journal|University of California School of Law|Y
Academic Journal|0882-4312|Berkeley Women's Law Journal|University of California School of Law|Y
Academic Journal|1553-555X|Best Practice in Mental Health|Lyceum Books, Inc.|Y
Magazine|0405-668X|Better Nutrition|Active Interest Media, Inc.|
Magazine|0405-668X|Better Nutrition for Today's Living|Active Interest Media, Inc.|
Academic Journal|1074-2956|Beyond Behavior|Council for Children with Behavioral Disorders|Y
Academic Journal|2233-0135|BH Surgery|Association of Surgeons of the Federation of Bosnia & Herzegovina|Y
Magazine|0006-0836|Bible Today|Liturgical Press|
Academic Journal|0006-0895|Biblical Archaeologist|Scholars Press|Y
Magazine|0098-9444|Biblical Archaeology Review|Biblical Archaeology Society|
Academic Journal|0927-2569|Biblical Interpretation|Brill Academic Publishers|Y
Academic Journal|0146-1079|Biblical Theology Bulletin|Sage Publications|Y
Magazine|0888-1537|Bifocal|American Bar Association|
Academic Journal|1670-7788|Bifrîst Journal of Social Science|Bifrost University|Y
Academic Journal|1528-6258|Bildhaan, An International Journal of Somali Studies|Bildhaan, An International Journal of Somali Studies|Y
Academic Journal|1523-5882|Bilingual Research Journal|Routledge|Y
Academic Journal|0094-5366|Bilingual Review|Bilingual Review Press / Hispanic Research Center|Y
Academic Journal|1366-7289|Bilingualism: Language & Cognition|Cambridge University Press|Y
Trade Publication|0006-2510|Billboard|Prometheus Global Media, LLC|
Magazine||Bio Outsourcing Asia|Bio Outsourcing Asia|
Magazine||Bio Partnerships Asia|Bio Outsourcing Asia|
Academic Journal|0970-0889|Bio Science Research Bulletin-Biological Sciences|A.K. Sharma, Editor & Publisher|Y
Academic Journal|0959-2989|Bio-Medical Materials & Engineering|IOS Press|Y
Academic Journal|1596-7409|Bio-Research|University of Nigeria, Faculty of Biological Sciences|Y
Academic Journal|0952-4622|Bioacoustics|Taylor & Francis Ltd|Y
Academic Journal|1024-2422|Biocatalysis & Biotransformation|Taylor & Francis Ltd|Y
Academic Journal|1330-0962|Biochemia Medica|Biochemia Medica|Y
Academic Journal|0006-291X|Biochemical & Biophysical Research Communications|Academic Press|Y
Academic Journal||Biochemical Engineering Journal|Elsevier Science|Y
Academic Journal|0006-2928|Biochemical Genetics|Springer Science & Business Media B.V.|Y
Academic Journal|0264-6021|Biochemical Journal|Portland Press Ltd.|Y
Academic Journal|0006-2952|Biochemical Pharmacology|Elsevier Science|Y
Academic Journal|0067-8694|Biochemical Society Symposia|Portland Press Ltd.|Y
Academic Journal|0300-5127|Biochemical Society Transactions|Portland Press Ltd.|Y
Academic Journal||Biochemical Systematics & Ecology|Pergamon Press - An Imprint of Elsevier Science|Y
Academic Journal|0006-2960|Biochemistry|American Chemical Society|Y
Academic Journal|0829-8211|Biochemistry & Cell Biology|Canadian Science Publishing|Y
Academic Journal|0006-2979|Biochemistry (00062979)|Springer Science & Business Media B.V.|Y
Academic Journal|1178-6264|Biochemistry Insights|Libertas Academica Ltd.|Y
Academic Journal|2090-2247|Biochemistry Research International|Hindawi Publishing Corporation|Y
Academic Journal|0300-9084|Biochimie|Elsevier Science|Y
Academic Journal|0188-4980|Bioclimatolog°a de la Flora de Veracruz|Instituto de Ecologia A.C.|Y
Academic Journal||Biocontrol Science & Technology|Taylor & Francis Ltd|Y
Trade Publication|0276-5055|BioCycle|JG Press, Inc.|
Academic Journal|1756-0381|BioData Mining|BioMed Central|Y
Academic Journal|1948-5565|Biodemography & Social Biology|Taylor & Francis Ltd|Y
Academic Journal|1897-2810|Biodiversity: Research & Conservation|De Gruyter Open|Y
Academic Journal|1173-8804|BioDrugs|Springer Science & Business Media B.V.|Y
Academic Journal|1567-5394|Bioelectrochemistry|Elsevier Science|Y
Academic Journal|0265-9247|BioEssays|John Wiley & Sons, Inc.|Y
Academic Journal|0269-9702|Bioethics|Wiley-Blackwell|Y
Academic Journal|0951-6433|Biofactors|Wiley-Blackwell|Y
Academic Journal|1081-5937|Biofeedback|Allen Press Publishing Services Inc.|Y
Academic Journal|0168-8561|Biogenic Amines (VSP International Science Publishers)|VSP International Science Publishers|Y
Academic Journal|0168-2563|Biogeochemistry|Springer Science & Business Media B.V.|Y
Magazine|1092-7891|Biography|A&E Television Networks|
Magazine||Biography Today (Omnigraphics, Inc.)|Omnigraphics, Inc.|
Academic Journal|0162-4962|Biography: An Interdisciplinary Quarterly|University of Hawaii Press|Y
Academic Journal|2228-5652|BioImpacts|Tabriz University of Medical Sciences|Y
Academic Journal|1367-4803|Bioinformatics|Oxford University Press|Y
Academic Journal|1177-9322|Bioinformatics & Biology Insights|Libertas Academica Ltd.|Y
Academic Journal|1565-3633|Bioinorganic Chemistry & Applications|Hindawi Publishing Corporation|Y
Academic Journal|0795-8080|Biokemistri|Nigerian Society for Experimental Biology|Y
Academic Journal|0006-3134|Biologia Plantarum|Springer Science & Business Media B.V.|Y
Academic Journal|0006-3185|Biological Bulletin|Marine Biological Laboratories|Y
Academic Journal|1431-6730|Biological Chemistry|De Gruyter|Y
Academic Journal||Biological Conservation|Elsevier Science|Y
Academic Journal||Biological Control|Academic Press|Y
Academic Journal|0340-1200|Biological Cybernetics|Springer Science & Business Media B.V.|Y
Academic Journal|0024-4066|Biological Journal of the Linnean Society|Wiley-Blackwell|Y
Academic Journal|1644-7700|Biological Letters|De Gruyter Open|Y
Academic Journal|0006-3223|Biological Psychiatry|Elsevier Science|Y
Academic Journal|0301-0511|Biological Psychology|Elsevier Science|Y
Academic Journal|1099-8004|Biological Research for Nursing|Sage Publications|Y
Academic Journal|1464-7931|Biological Reviews|Wiley-Blackwell|Y
Academic Journal|0006-3231|Biological Reviews of the Cambridge Philosophical Society|Cambridge University Press|Y
Academic Journal|0929-1016|Biological Rhythm Research|Taylor & Francis Ltd|Y
Academic Journal|0269-7483|Biological Wastes|Elsevier Science|Y
Academic Journal|1045-1056|Biologicals|Academic Press|Y
Academic Journal|1177-5475|Biologics: Targets & Therapy|Dove Medical Press Ltd|Y
Academic Journal|1392-0146|Biologija|Lithuanian Academy of Sciences Publishers|Y
Academic Journal|0006-3347|Biologist|Society of Biology|Y
Academic Journal|0178-2762|Biology & Fertility of Soils|Springer Science & Business Media B.V.|Y
Academic Journal|0169-3867|Biology & Philosophy|Springer Science & Business Media B.V.|Y
Academic Journal|1062-3590|Biology Bulletin|Springer Science & Business Media B.V.|Y
Academic Journal|1745-6150|Biology Direct|BioMed Central|Y
Academic Journal|1083-8791|Biology of Blood & Marrow Transplantation|Elsevier Science|Y
Academic Journal|2042-6410|Biology of Sex Differences|BioMed Central|Y
